option,option_return,score,loss,epsilon,eval_clears
19984,0.7414426288183874,607,11.89570426940918,0.52538,
20000,,,14.65582275390625,0.525,2.8333333333333335
20042,0.6395336663532056,450,13.371417045593262,0.5240025,
20124,0.630416737813239,637,4.838495254516602,0.522055,
20210,2.8987391404988725,770,19.674325942993164,0.5200125,
20287,4.794364454400251,770,5.749301433563232,0.5181837499999999,
20366,1.737043028701829,758,10.633734703063965,0.5163075,
20447,0.8360212289270385,489,21.483543395996094,0.5143837499999999,
20530,-2.5341192248302065,773,19.341083526611328,0.5124125,
20611,1.3903729513895382,749,21.404714584350586,0.5104887499999999,
20689,-2.552476786236189,637,17.245695114135742,0.5086362499999999,
20771,3.087523904143573,903,17.409425735473633,0.5066887499999999,
20849,1.2223323132305488,634,10.559453010559082,0.50483625,
20926,-2.547956349733524,637,18.41018295288086,0.5030075,
21010,0.9171940327764257,622,19.782072067260742,0.5010125000000001,
21085,-2.5786657778452318,637,12.533223152160645,0.49923125,
21164,1.331582816366884,906,12.905017852783203,0.497355,
21248,3.1396725490553696,749,11.796568870544434,0.49536,
21325,-2.538778032581904,785,9.959333419799805,0.4935312500000001,
21401,4.881667737000004,903,13.491098403930664,0.49172625000000003,
21481,1.1134159174535023,601,20.0081787109375,0.48982625,
21560,1.3428045296568865,752,8.220375061035156,0.48795,
21640,6.107326643171616,637,12.930205345153809,0.48605,
21724,0.9465191002264123,749,17.28601837158203,0.484055,
21807,44.51197954331073,740,11.54762077331543,0.48208375000000003,
21889,2.051571596770141,782,15.569779396057129,0.48013625000000004,
21964,-2.5911798255774503,634,15.812435150146484,0.478355,
22047,0.7786494176542933,634,32.799102783203125,0.4763837500000001,
22130,1.1951389382938982,610,15.059985160827637,0.4744125,
22209,-2.543390252256085,782,15.529330253601074,0.4725362500000001,
22279,0.8292082877884908,634,15.057443618774414,0.47087375,
22359,1.1566070445960872,782,14.459153175354004,0.4689737500000001,
22439,5.057392759591891,779,23.528732299804688,0.46707375000000007,
22517,1.2677493258976396,782,16.91564178466797,0.46522125000000003,
22602,1.3780344335165933,746,32.80133819580078,0.46320249999999996,
22676,1.3131004448314882,746,18.759777069091797,0.4614450000000001,
22758,-2.595268027321676,631,16.37134552001953,0.4594975000000001,
22834,0.6076561043908245,776,12.0698881149292,0.45769250000000006,
22907,54.05300056202639,740,20.97688865661621,0.45595874999999997,
22987,2.9885710749929917,598,25.041576385498047,0.45405874999999996,
23069,1.0937960458957179,782,12.260366439819336,0.45211124999999996,
23150,1.4816934242064654,746,14.452171325683594,0.4501875000000001,
23227,4.066630646617257,776,32.260372161865234,0.44835875000000003,
23305,60.62822745651681,740,16.175254821777344,0.4465062500000001,
23391,-2.565768673208188,782,27.135456085205078,0.44446374999999994,
23470,1.150651715426123,767,20.470874786376953,0.4425875,
23547,1.1723754701273972,743,21.040870666503906,0.4407587500000001,
23626,-2.5294133584143497,628,20.176055908203125,0.43888250000000006,
23703,-2.547956349733524,631,15.161489486694336,0.43705375,
23784,1.3551341579463474,637,17.269187927246094,0.43513,
23869,1.3307115482896128,743,21.709903717041016,0.43311125000000006,
23949,2.2060713525197735,746,18.071605682373047,0.43121125000000005,
24029,1.3193764843603173,770,23.338520050048828,0.42931125000000003,
24108,-2.5786657778452318,776,22.568641662597656,0.427435,
24188,1.2226211143122765,779,21.409561157226562,0.425535,
24267,1.336465095789382,758,26.33733558654785,0.4236587500000001,
24347,55.85697119614761,888,9.881348609924316,0.42175875000000007,
24423,1.3780344335165933,767,16.01726531982422,0.41995375,
24502,6.2534014787535055,776,13.160263061523438,0.4180775,
24581,-2.5246599579942925,480,14.13676643371582,0.4162012500000001,
24663,63.185890584193196,592,34.613121032714844,0.4142537500000001,
24740,1.1187904218711204,930,17.69574737548828,0.41242499999999993,
24819,2.3217939693626177,785,22.048065185546875,0.41054875,
24896,0.8173524569955547,776,18.247230529785156,0.4087200000000001,
24974,-2.574409876611345,631,10.133098602294922,0.40686750000000005,
25000,,,20.629383087158203,0.40625,3.2
25055,-2.543390252256085,616,28.456806182861328,0.40494375000000005,
25140,0.9110043568532457,773,16.98719596862793,0.4029250000000001,
25222,1.168036177736721,915,16.938945770263672,0.4009775,
25307,48.828034307310666,740,13.153633117675781,0.39895875000000003,
25388,1.3074044328067167,746,16.569841384887695,0.397035,
25472,1.208633559576264,921,8.19472885131836,0.39503999999999995,
25555,-2.547956349733524,785,14.93374252319336,0.3930687500000001,
25632,2.926459153099939,927,27.1411190032959,0.39124000000000003,
25714,4.884034346806198,779,43.6394157409668,0.38929250000000004,
25794,1.261487084593863,746,10.844497680664062,0.38739250000000003,
25872,1.3551341579463474,761,12.638275146484375,0.38554,
25947,2.14005652544556,894,19.49557876586914,0.38375875000000004,
26033,5.81754443139068,622,28.151439666748047,0.3817162500000001,
26119,1.183646919012718,749,29.85602569580078,0.37967375000000003,
26196,-2.543390252256085,785,13.7230224609375,0.377845,
26272,-2.565768673208188,637,37.015174865722656,0.37603999999999993,
26354,-2.6227633530764956,637,25.270462036132812,0.37409249999999994,
26431,1.9498440737712126,779,21.85287857055664,0.37226375,
26510,5.701071711527633,924,14.560525894165039,0.3703875000000001,
26584,52.4679432690743,740,34.070587158203125,0.36863,
26670,2.938120343938255,631,18.5533390045166,0.36658750000000007,
26756,1.4508264292930253,622,18.232219696044922,0.364545,
26828,-2.5246599579942925,933,23.1291446685791,0.362835,
26899,-2.5911798255774503,927,11.527738571166992,0.36114875,
26975,1.0922817582789672,770,20.049705505371094,0.3593437500000001,
27053,-2.5701109864761063,773,14.132389068603516,0.35749125000000004,
27132,58.189264377797706,888,15.426713943481445,0.355615,
27210,-2.5246599579942925,773,17.26308822631836,0.3537625,
27281,0.5515973655276843,767,24.762237548828125,0.3520762500000001,
27362,0.9001957426491377,631,10.353914260864258,0.3501525,
27440,6.328504011673288,631,13.285104751586914,0.34829999999999994,
27518,-2.5870503288661117,637,20.592674255371094,0.34644750000000013,
27600,1.1618104498225903,900,23.35088348388672,0.34450000000000003,
27680,4.695929995552021,613,8.206620216369629,0.3426000000000001,
27762,3.8590162268919093,779,11.548490524291992,0.34065250000000014,
27846,4.222272698764012,749,13.118821144104004,0.33865749999999994,
27928,3.085624663762558,909,25.87002182006836,0.33670999999999995,
