option,option_return,score,loss,epsilon,eval_clears
18771,-2.7006196086876684,489,32.33563232421875,0.55418875,
18827,-2.665623143110087,480,33.89067077636719,0.55285875,
18879,0.6389562286906402,477,31.558319091796875,0.5516237500000001,
18932,-2.668966911678986,335,35.13135528564453,0.550365,
18986,0.560802256536514,483,27.328996658325195,0.5490825,
19036,0.8128772248579166,480,29.134544372558594,0.547895,
19093,0.8318736523011923,335,35.107906341552734,0.54654125,
19150,-2.668966911678986,341,30.523359298706055,0.5451874999999999,
19203,-2.7671355370519937,489,27.52322006225586,0.5439287500000001,
19253,0.776800968083244,447,34.977081298828125,0.54274125,
19308,-2.6820109361808564,335,29.944551467895508,0.541435,
19362,-2.709511505690036,480,34.7841796875,0.5401525,
19415,0.5098490513855273,483,26.254783630371094,0.53889375,
19468,2.584711604088357,474,33.74883270263672,0.537635,
19523,0.6527865845385313,489,30.45467758178711,0.53632875,
19574,0.8128772248579166,604,35.96791458129883,0.5351175,
19628,0.445176730990418,338,21.316312789916992,0.5338350000000001,
19683,2.9146947324261103,459,31.053123474121094,0.53252875,
19741,-2.6883389185508575,335,30.402782440185547,0.53115125,
19800,-2.7006196086876684,338,31.416194915771484,0.5297499999999999,
19860,-2.7124163906331358,477,31.577686309814453,0.528325,
19913,0.7067879205049015,601,34.67597579956055,0.5270662500000001,
19967,-2.7501629435415467,341,29.65774917602539,0.52578375,
20000,,,29.38893699645996,0.525,3.2333333333333334
20018,50.44852339539273,592,30.300155639648438,0.5245725000000001,
20100,-2.547956349733524,622,31.69466781616211,0.5226250000000001,
20180,-2.5294133584143497,637,41.89651107788086,0.5207250000000001,
20267,-2.543390252256085,761,27.68338394165039,0.5186587500000001,
20348,-2.5246599579942925,637,33.44786071777344,0.5167349999999999,
20428,-2.5828791200667793,634,30.011131286621094,0.5148349999999999,
20507,3.5340812221734894,912,30.93598175048828,0.51295875,
20595,2.9031222641258188,761,33.662452697753906,0.51086875,
20682,-2.547956349733524,637,39.772830963134766,0.5088025,
20764,-2.6072889716421948,631,31.9923095703125,0.506855,
20849,36.43166713132935,740,30.100074768066406,0.50483625,
20931,0.6837357028054746,631,34.45676803588867,0.50288875,
21017,59.391046197120396,888,27.510656356811523,0.5008462499999999,
21095,-2.5828791200667793,637,35.345088958740234,0.49899375,
21179,2.175718369544638,628,33.58437728881836,0.49699875000000004,
21261,-2.543390252256085,785,35.05059814453125,0.49505125000000005,
21342,1.1136905644086248,761,29.256183624267578,0.49312750000000005,
21419,-2.552476786236189,489,31.11062240600586,0.49129875,
21501,1.2344000949570402,779,39.31089782714844,0.48935125,
21589,-2.599315347048459,637,30.70216941833496,0.48726125,
21673,-2.599315347048459,631,28.521547317504883,0.48526625,
21754,3.134033497150846,776,32.39973068237305,0.4833425000000001,
21832,-2.547956349733524,634,29.98489761352539,0.4814900000000001,
21917,3.4160212522003377,779,32.49310302734375,0.47947125,
22000,-2.574409876611345,634,34.44807434082031,0.47750000000000004,
22082,-2.5828791200667793,785,34.766395568847656,0.47555249999999993,
22160,48.816942044716896,888,32.50791549682617,0.4737,
22242,1.221955058034353,770,35.672000885009766,0.4717525,
22327,-2.552476786236189,634,33.426353454589844,0.46973375000000006,
22405,57.02175279308028,888,32.44023513793945,0.46788125,
22486,1.4145181327167053,634,31.4410457611084,0.4659575,
22567,-2.5569520183738272,637,35.543514251708984,0.46403375,
22650,-2.5828791200667793,637,35.73153305053711,0.46206250000000004,
22733,1.030402722545573,755,42.09528350830078,0.46009125000000006,
22817,-2.552476786236189,628,39.76255798339844,0.4580962500000001,
22897,3.652652440131634,625,39.618675231933594,0.4561962500000001,
22974,0.7997182567556376,782,42.99732208251953,0.45436750000000004,
23058,1.2068526887809665,785,34.7015266418457,0.45237249999999996,
23140,2.793091405637282,761,37.43724822998047,0.45042499999999996,
23217,6.969782893260012,767,35.74794006347656,0.44859625000000003,
23300,1.0363616099566266,637,33.782814025878906,0.44662500000000005,
23382,3.199820940474238,915,37.752498626708984,0.44467750000000006,
23459,-2.552476786236189,779,40.157470703125,0.44284875,
23537,4.919661248850619,903,37.57193374633789,0.4409962500000001,
23616,3.06170378998135,770,36.38821792602539,0.43911999999999995,
23690,57.032317813385085,888,29.663330078125,0.4373625,
23772,-2.574409876611345,924,35.62161636352539,0.435415,
23855,50.93982382736141,740,27.789188385009766,0.43344375,
23936,55.85697119614761,592,44.060935974121094,0.43152,
24017,1.2843303884786494,903,34.28887939453125,0.42959625,
24097,-2.547956349733524,634,37.30039978027344,0.42769625,
24176,1.383904801335968,755,34.735774993896484,0.42582,
24250,3.0221719720975972,924,38.55060577392578,0.4240625000000001,
24329,4.825194003338134,927,38.312477111816406,0.42218625,
24405,1.2732208923215471,785,37.681304931640625,0.42038125000000004,
24481,1.2003949031691539,764,38.153316497802734,0.41857625,
24552,43.58084043113121,888,39.97488021850586,0.41689,
24639,-2.543390252256085,761,34.483428955078125,0.41482374999999994,
24716,-2.5569520183738272,906,36.00014877319336,0.412995,
24797,3.9809520000944087,927,37.56098175048828,0.4110712500000001,
24878,-2.5341192248302065,773,35.84064483642578,0.4091475,
24959,7.410159345849669,918,40.28163146972656,0.4072237500000001,
25000,,,29.120271682739258,0.40625,3.433333333333333
25039,5.182622809715802,767,37.22223663330078,0.4053237500000001,
25127,1.4079846478141091,749,37.50926971435547,0.40323374999999995,
25211,1.2003949031691539,607,29.335315704345703,0.40123875,
25296,1.3193764843603173,610,30.361682891845703,0.39922,
25381,1.4263181650000951,900,34.99684143066406,0.39720125000000006,
25464,1.3551341579463474,773,39.05739212036133,0.39522999999999997,
25550,1.3780344335165933,894,35.23196792602539,0.3931875,
25634,1.3086917606043027,779,41.12924575805664,0.39119250000000005,
25717,-2.5294133584143497,746,36.8922119140625,0.3892212500000001,
25796,-2.543390252256085,770,27.08615493774414,0.38734500000000005,
25873,6.198502637067369,912,34.239280700683594,0.38551625,
25952,2.835956124752622,785,37.64733123779297,0.38364,
26032,-2.5569520183738272,924,33.46114730834961,0.38173999999999997,
26116,-2.561382498190089,782,34.19947052001953,0.379745,
26194,-2.5246599579942925,779,31.72980499267578,0.37789249999999996,
26276,54.72551746934426,740,31.02792739868164,0.375945,
26359,0.5323840954959103,776,36.438018798828125,0.3739737500000001,
26439,1.4816934242064654,637,29.558757781982422,0.3720737500000001,
26513,1.4145181327167053,785,27.49442481994629,0.37031625,
26596,-2.595268027321676,785,32.59489822387695,0.36834500000000003,
26680,4.180402637169289,631,39.404544830322266,0.36634999999999995,
26760,1.194318656694341,622,32.72705841064453,0.36444999999999994,
26843,1.194318656694341,749,34.26351547241211,0.36247875000000007,
26922,1.3551341579463474,785,36.83211898803711,0.36060250000000005,
27005,2.7401648757980444,773,37.267234802246094,0.35863125000000007,
27082,5.345977610398736,776,40.46507263183594,0.3568025,
27161,3.1198607266295717,634,35.491519927978516,0.35492625,
27245,45.02272602557,740,39.774314880371094,0.35293125000000003,
27323,-2.552476786236189,785,35.8565559387207,0.35107875,
27400,1.2279837965643483,773,27.36006736755371,0.34924999999999995,
27480,1.2961827195167142,761,33.518531799316406,0.34734999999999994,
27559,43.74287027380764,740,32.896728515625,0.34547375,
27640,1.178107900197261,746,28.865718841552734,0.34355000000000013,
27722,1.2344000949570402,767,38.38311767578125,0.34160250000000003,
27802,2.4815119787127684,761,35.77774429321289,0.33970250000000013,
27886,2.6162344340673527,785,34.644981384277344,0.33770749999999994,
27968,0.7298285978300586,921,32.388668060302734,0.33575999999999995,
28050,-2.565768673208188,785,30.04442596435547,0.33381249999999996,
28134,1.4816934242064654,909,33.72925567626953,0.3318175,
28215,38.31968827760161,740,35.84635925292969,0.3298937500000001,
