step,episode_return,episode_score,loss,epsilon,eval_score
43604,-109.66056444094329,0,2.047502040863037,0.5857620000000001,
43861,-130.15297784758778,0,1.1278886795043945,0.5833205,
44367,-120.54058640103477,0,2.196727991104126,0.5785135,
45093,-127.84074847513321,0,2.330014228820801,0.5716165,
45373,-133.16956540685698,0,1.889051914215088,0.5689565,
45794,-125.8132161723092,0,2.4976038932800293,0.5649569999999999,
46732,-103.20750904123483,0,6.507150173187256,0.556046,
47345,-124.29007969497863,0,1.260657787322998,0.5502225000000001,
47711,-125.26686401834291,0,1.038060188293457,0.5467455000000001,
48130,-128.73558130525277,0,0.839178204536438,0.5427649999999999,
49366,-121.16503352638429,0,2.2020604610443115,0.531023,
49977,-124.48449533943797,0,0.9524068832397461,0.5252185,
50594,-115.39241392974952,0,1.4743748903274536,0.5193570000000001,
51029,-131.9035242024703,0,0.681890606880188,0.5152245,
52077,-116.34431202616497,0,1.2481303215026855,0.5052685000000001,
52988,-124.32081437449082,0,1.618152141571045,0.496614,
53538,-129.91060046082669,0,2.001417875289917,0.4913890000000001,
54437,-126.94128043339825,0,0.49736374616622925,0.4828485,
55023,-124.1297832699366,0,0.8610948324203491,0.4772815,
55724,-128.10027546500788,0,2.232731819152832,0.4706220000000001,
56617,-123.94414566022263,0,1.2945315837860107,0.4621385000000001,
57218,-121.25466134149337,0,1.9414100646972656,0.456429,
57533,-130.6490997273866,0,1.100254774093628,0.4534365,
58172,-124.30121766752042,0,0.6073819994926453,0.44736600000000004,
59225,-107.51074265994092,0,0.6717497110366821,0.4373625,
59534,-130.77631302980524,0,0.5889402031898499,0.434427,
60000,,,2.596095323562622,0.43000000000000005,0.0
60701,-120.24796897587999,0,2.342137336730957,0.4233405,
61345,-109.63438082079587,0,0.763596773147583,0.41722249999999994,
62000,-115.40447217539608,0,0.5939090847969055,0.41100000000000003,
62871,-117.57032708721349,0,2.646282196044922,0.40272550000000007,
63632,-113.9567309745351,0,0.705747127532959,0.39549600000000007,
64436,-123.4504094628758,0,1.8317900896072388,0.38785800000000004,
65070,-127.9627229837827,0,1.3306076526641846,0.38183500000000004,
65903,-129.4474220148312,0,1.4522225856781006,0.3739215,
66728,-114.50441414947215,0,1.7840793132781982,0.3660840000000001,
66972,-133.1147878840734,0,1.6923863887786865,0.36376600000000003,
67311,-130.9460905219483,0,1.1818220615386963,0.3605455000000001,
67851,-120.76707681496369,0,0.9216078519821167,0.3554155000000001,
68858,-125.06520309905684,0,1.7278482913970947,0.3458490000000001,
70278,-126.19308868182293,0,1.1058213710784912,0.33235900000000007,
70911,-121.19914378964292,0,0.9920087456703186,0.32634550000000007,
72319,-107.78168826909453,0,1.1132619380950928,0.3129695,
73422,-108.06726493980787,0,1.4403709173202515,0.30249100000000007,
74171,-113.66503263190928,0,0.8754041194915771,0.2953755,
75723,-124.3433370933491,0,2.1156389713287354,0.28063150000000003,
76156,-126.01028781057144,0,1.1295760869979858,0.27651800000000004,
77828,-4.065038720735984,106,2.6974973678588867,0.26063400000000003,
78906,-107.83564209105629,0,1.1840016841888428,0.2503930000000001,
79915,-113.01289709759459,0,1.7053022384643555,0.24080750000000006,
80000,,,1.2496120929718018,0.24,0.0
80413,-129.4849051886946,0,1.562224268913269,0.23607650000000002,
81267,-111.52879671526647,0,1.0453691482543945,0.22796349999999999,
83087,6.630373688290703,127,1.0372564792633057,0.21067350000000007,
84150,-110.51597543417842,0,1.2017301321029663,0.20057500000000006,
85628,-114.24164349429489,0,1.3762528896331787,0.18653399999999998,
86912,-112.23190781878662,0,1.5266799926757812,0.17433600000000005,
88361,-114.39224057544442,0,1.3143296241760254,0.16057050000000006,
89085,-125.56805025163531,0,1.5833282470703125,0.1536925,
89525,-125.80122627835749,0,0.9154818058013916,0.14951250000000005,
90044,-120.5675821893255,0,1.215469241142273,0.144582,
91065,-110.38244275798165,0,0.635591447353363,0.13488250000000013,
91715,-121.97826337666635,0,1.3762247562408447,0.12870749999999997,
92567,-111.67006245914038,0,1.4003002643585205,0.12061350000000004,
93766,-105.50647982557241,0,1.58163321018219,0.10922299999999996,
94172,-128.4310122762147,0,0.9410043954849243,0.10536600000000007,
94579,-125.5427819758369,0,2.7678351402282715,0.10149950000000008,
96536,-6.407386203597142,106,0.9643128514289856,0.08290800000000009,
98698,3.84339816579417,103,1.0132635831832886,0.06236900000000012,
99318,-115.76767876687522,0,0.986388623714447,0.05647900000000006,
100000,,,0.8834578394889832,0.050000000000000044,0.0
100301,-118.78148331774194,0,1.8427802324295044,0.050000000000000044,
101159,-117.71246649600951,0,1.9729621410369873,0.050000000000000044,
102007,-114.65696588477988,0,1.1841113567352295,0.050000000000000044,
102916,-121.1191177563513,0,2.9120678901672363,0.050000000000000044,
103704,-116.93544644665852,0,2.715790271759033,0.050000000000000044,
104188,-126.34533780716077,0,0.8489376902580261,0.050000000000000044,
104710,-123.57481648157065,0,1.429764986038208,0.050000000000000044,
106339,-6.4749683382338645,118,1.0530592203140259,0.050000000000000044,
107068,-107.58650023515307,0,1.5014936923980713,0.050000000000000044,
107785,-119.48195193019033,0,1.2828121185302734,0.050000000000000044,
108472,-125.09755762686245,0,1.7164716720581055,0.050000000000000044,
109717,-117.98945793702745,0,0.804632842540741,0.050000000000000044,
110307,-118.32719935761975,0,2.0447208881378174,0.050000000000000044,
110889,-124.32666990902646,0,2.2707693576812744,0.050000000000000044,
111409,-126.8274170207896,0,0.8688533306121826,0.050000000000000044,
112827,-129.29030513051833,0,2.4258575439453125,0.050000000000000044,
113420,-121.0270711439704,0,1.597174048423767,0.050000000000000044,
115835,-119.74881982272859,0,1.170361042022705,0.050000000000000044,
117002,-123.70175225273563,0,1.6203150749206543,0.050000000000000044,
118448,-113.98765402523051,0,1.3266322612762451,0.050000000000000044,
119340,-123.99889157825457,0,2.5063586235046387,0.050000000000000044,
119765,-122.77833997162995,0,0.8692340850830078,0.050000000000000044,
120000,,,0.945985734462738,0.050000000000000044,0.0
120756,-109.78322371871018,0,1.2639589309692383,0.050000000000000044,
121244,-123.15351974337315,0,1.3889620304107666,0.050000000000000044,
121898,-106.7169101520502,0,0.9201259613037109,0.050000000000000044,
122345,-128.90773402466095,0,0.4919198453426361,0.050000000000000044,
122874,-117.56694483944906,0,1.827793002128601,0.050000000000000044,
123332,-120.14853684177987,0,2.2372076511383057,0.050000000000000044,
123974,-106.61568574664105,0,1.9790263175964355,0.050000000000000044,
124143,-132.51574560180723,0,2.526348352432251,0.050000000000000044,
124394,-124.19407951947665,0,0.512468159198761,0.050000000000000044,
124738,-118.89240789302136,0,1.9192745685577393,0.050000000000000044,
124972,-130.1301084187305,0,1.4210758209228516,0.050000000000000044,
125452,-108.42776162259992,0,1.5349599123001099,0.050000000000000044,
126156,-128.19204297307124,0,1.9411084651947021,0.050000000000000044,
126517,-125.22059721845883,0,1.0267833471298218,0.050000000000000044,
127104,-124.01199385953065,0,1.4908652305603027,0.050000000000000044,
127269,-132.42902669434955,0,2.0411086082458496,0.050000000000000044,
127697,-122.72453854853644,0,2.5238707065582275,0.050000000000000044,
127878,-126.62990561755291,0,0.8950907588005066,0.050000000000000044,
128403,-108.73690445471686,0,1.7932627201080322,0.050000000000000044,
128695,-118.60468850684634,0,1.3400731086730957,0.050000000000000044,
129272,-102.99134435135042,0,1.9206165075302124,0.050000000000000044,
129660,-125.62374867008306,0,2.652907371520996,0.050000000000000044,
129825,-132.4256536536422,0,3.570460796356201,0.050000000000000044,
130099,-127.40031546329712,0,1.091679334640503,0.050000000000000044,
130465,-125.17786451135738,0,1.1424845457077026,0.050000000000000044,
130781,-127.72262446726637,0,2.1347432136535645,0.050000000000000044,
131982,42.30418611082018,118,2.2819137573242188,0.050000000000000044,
132314,-118.91315313251741,0,2.681506633758545,0.050000000000000044,
132783,-120.2332913948591,0,2.3683154582977295,0.050000000000000044,
133143,-128.2805433412485,0,2.783369541168213,0.050000000000000044,
133526,-119.26207433917425,0,2.4403748512268066,0.050000000000000044,
133757,-129.92839531456605,0,3.2877955436706543,0.050000000000000044,
134208,-128.95196204621868,0,5.6094255447387695,0.050000000000000044,
134845,-124.76779497025638,0,1.5142853260040283,0.050000000000000044,
135060,-129.92153332533485,0,0.9689120054244995,0.050000000000000044,
135489,-125.95285750762542,0,2.335847854614258,0.050000000000000044,
135719,-127.12276874131373,0,0.7269610166549683,0.050000000000000044,
136954,-115.40468146635493,0,0.8121390342712402,0.050000000000000044,
137452,-114.22249309062715,0,4.753416061401367,0.050000000000000044,
137985,-105.64396687740182,0,1.0084043741226196,0.050000000000000044,
138236,-124.11869538124424,0,3.647217273712158,0.050000000000000044,
139514,-0.7014698056403432,103,0.8498700857162476,0.050000000000000044,
140000,,,2.3291430473327637,0.050000000000000044,0.0
140079,-120.88647338093406,0,2.6510400772094727,0.050000000000000044,
140930,-114.52721066366377,0,2.9891600608825684,0.050000000000000044,
141362,-125.91824182903225,0,1.8560198545455933,0.050000000000000044,
142596,-108.76799118754025,0,1.8288164138793945,0.050000000000000044,
143390,-129.12818076177103,0,2.785224199295044,0.050000000000000044,
144203,-114.5924873770916,0,1.5825886726379395,0.050000000000000044,
144681,-120.36810643283661,0,3.536858081817627,0.050000000000000044,
145182,-120.64548478133251,0,2.1759119033813477,0.050000000000000044,
145476,-121.64257232366327,0,1.9472582340240479,0.050000000000000044,
145637,-129.4523161334672,0,1.0015065670013428,0.050000000000000044,
146051,-125.88324904746432,0,1.625525712966919,0.050000000000000044,
146537,-129.59140298177473,0,1.1985591650009155,0.050000000000000044,
146942,-116.51000798748451,0,1.462808609008789,0.050000000000000044,
147286,-125.1879693186794,0,2.5871691703796387,0.050000000000000044,
147499,-129.95460933191387,0,1.4177212715148926,0.050000000000000044,
148024,-120.7635713690729,0,1.9466452598571777,0.050000000000000044,
148238,-129.92482883185463,0,1.934118628501892,0.050000000000000044,
148878,-109.80872990120342,0,1.07448148727417,0.050000000000000044,
149253,-116.16055519818507,0,3.007794141769409,0.050000000000000044,
149929,-116.25924368850437,0,1.7964590787887573,0.050000000000000044,
150405,-117.2995584677606,0,1.0358753204345703,0.050000000000000044,
150911,-99.29820394974857,0,2.6936588287353516,0.050000000000000044,
151427,-123.48783245870524,0,0.8509658575057983,0.050000000000000044,
152012,-127.29907854129901,0,1.050842523574829,0.050000000000000044,
152717,-116.48417246936475,0,0.6279711127281189,0.050000000000000044,
153508,-111.22818553977146,0,0.6944923996925354,0.050000000000000044,
153970,-114.17973283378512,0,0.5735920071601868,0.050000000000000044,
154234,-127.45089904194668,0,2.5348236560821533,0.050000000000000044,
154644,-116.83961270882617,0,1.8712490797042847,0.050000000000000044,
155218,-115.0840764846985,0,2.885542392730713,0.050000000000000044,
155399,-132.63434406497495,0,1.7388637065887451,0.050000000000000044,
155700,-124.8225577170603,0,2.5284876823425293,0.050000000000000044,
156108,-122.59550201347444,0,0.983005940914154,0.050000000000000044,
156730,-106.5910641770693,0,3.0603795051574707,0.050000000000000044,
157454,22.7536263248287,112,0.8757364749908447,0.050000000000000044,
157891,-113.96499055802713,0,1.8725745677947998,0.050000000000000044,
159050,-2.605442677832741,103,2.9063949584960938,0.050000000000000044,
159541,-120.50611799575617,0,1.1082217693328857,0.050000000000000044,
159958,-125.88073016658609,0,1.82606840133667,0.050000000000000044,
160000,,,0.37438303232192993,0.050000000000000044,0.0
160324,-128.41065257389167,0,1.051889181137085,0.050000000000000044,
161063,-104.37973467580866,0,3.4713191986083984,0.050000000000000044,
161567,-120.72278749534723,0,3.8989343643188477,0.050000000000000044,
161823,-121.2423869323874,0,3.1071929931640625,0.050000000000000044,
162208,-116.49213643392875,0,3.883748769760132,0.050000000000000044,
162819,-115.48565425487533,0,0.9429061412811279,0.050000000000000044,
163276,-117.1164649335636,0,5.84116792678833,0.050000000000000044,
163638,-125.22343124936563,0,1.2186791896820068,0.050000000000000044,
163979,-122.09618888402449,0,1.2905410528182983,0.050000000000000044,
164303,-112.6899628820957,0,1.8303717374801636,0.050000000000000044,
164597,-124.72205879566681,0,2.70894193649292,0.050000000000000044,
165384,-116.78759078886861,0,0.6740710735321045,0.050000000000000044,
165830,-119.68730418019106,0,2.26064395904541,0.050000000000000044,
166381,-120.86866050993567,0,2.669929027557373,0.050000000000000044,
166971,-106.06599535572994,0,1.367030143737793,0.050000000000000044,
167448,-117.17496727459553,0,2.5584707260131836,0.050000000000000044,
167936,-120.3601406726709,0,2.065927028656006,0.050000000000000044,
168231,-127.65969535150694,0,4.122888565063477,0.050000000000000044,
169056,-111.78816867743839,0,1.0053757429122925,0.050000000000000044,
169384,-122.04048669924097,0,3.718294858932495,0.050000000000000044,
169984,-106.31838926373115,0,1.8893084526062012,0.050000000000000044,
170458,-126.50398727467933,0,0.9131431579589844,0.050000000000000044,
171080,-109.62675794185553,0,1.611433744430542,0.050000000000000044,
171449,-122.31983781600255,0,1.9315307140350342,0.050000000000000044,
172400,-106.59476259381886,0,1.486022710800171,0.050000000000000044,
172773,-119.33899200365957,0,1.1464293003082275,0.050000000000000044,
173288,-114.76199496185595,0,1.2447803020477295,0.050000000000000044,
173520,-127.1491189424554,0,1.786543846130371,0.050000000000000044,
173961,-117.0265047978372,0,2.1372907161712646,0.050000000000000044,
174869,-121.52413011098827,0,2.7622251510620117,0.050000000000000044,
175118,-127.31034405133283,0,0.650316059589386,0.050000000000000044,
175750,-121.75555711837086,0,1.0698964595794678,0.050000000000000044,
176356,-115.34991959146421,0,0.6201919317245483,0.050000000000000044,
177217,-111.6003740187836,0,1.129453182220459,0.050000000000000044,
177831,-109.54604685020306,0,3.6361875534057617,0.050000000000000044,
178251,-125.85035431331517,0,2.3917622566223145,0.050000000000000044,
179194,-103.19456456281972,0,1.4614804983139038,0.050000000000000044,
179865,-100.98851280102342,0,1.315284252166748,0.050000000000000044,
180000,,,1.6719034910202026,0.050000000000000044,0.0
180229,-116.31906949031148,0,0.880790114402771,0.050000000000000044,
180598,-125.35230869610159,0,2.35560941696167,0.050000000000000044,
181018,-104.73757013150859,0,2.1898648738861084,0.050000000000000044,
181364,-119.15053821777019,0,1.8967399597167969,0.050000000000000044,
181770,-116.53229964353679,0,1.8312972784042358,0.050000000000000044,
182404,-106.72591921696817,0,1.7963342666625977,0.050000000000000044,
182876,-126.14336813033961,0,1.4895386695861816,0.050000000000000044,
183224,-122.0325336752156,0,1.4579188823699951,0.050000000000000044,
183978,-101.53435660081064,0,1.7528574466705322,0.050000000000000044,
184389,-119.66391165604287,0,0.8322712182998657,0.050000000000000044,
184848,-117.12420320435211,0,1.8587627410888672,0.050000000000000044,
185359,-114.40451631115856,0,1.4877572059631348,0.050000000000000044,
185528,-132.50693285022086,0,0.8927701115608215,0.050000000000000044,
186028,-120.43217706682802,0,0.9697299003601074,0.050000000000000044,
186745,-119.57156744221561,0,1.1676477193832397,0.050000000000000044,
187464,-101.5207271017088,0,1.018430471420288,0.050000000000000044,
188587,6.9699355949117745,103,0.7525324821472168,0.050000000000000044,
189672,-107.87572473932755,0,1.0406672954559326,0.050000000000000044,
190506,-105.31540696672859,0,1.72175931930542,0.050000000000000044,
191280,-102.01432742884859,0,0.44101136922836304,0.050000000000000044,
191990,1.901788598207247,106,0.7631692886352539,0.050000000000000044,
192389,-122.48659159336103,0,1.4310601949691772,0.050000000000000044,
192844,-114.09377769874838,0,3.305079221725464,0.050000000000000044,
193341,-126.54765481774737,0,2.229388952255249,0.050000000000000044,
193703,-110.19117051272616,0,0.9512263536453247,0.050000000000000044,
194848,-105.03207922613433,0,1.6487712860107422,0.050000000000000044,
195308,-117.10833546583842,0,1.5691571235656738,0.050000000000000044,
195905,-118.33994125453853,0,2.1228766441345215,0.050000000000000044,
196784,-112.09255287246253,0,0.7016107439994812,0.050000000000000044,
197149,-116.14193580461858,0,1.282011866569519,0.050000000000000044,
197704,-114.8999247177081,0,0.6889408230781555,0.050000000000000044,
198176,-114.14462837908104,0,2.084658145904541,0.050000000000000044,
199270,19.660450636043663,103,4.7532639503479,0.050000000000000044,
199876,-100.43700271719126,0,0.39437335729599,0.050000000000000044,
200000,,,1.9095485210418701,0.050000000000000044,0.0
201379,6.532844469579459,109,1.3619405031204224,0.050000000000000044,
202066,-110.11280572779002,0,1.5919532775878906,0.050000000000000044,
203091,-103.95323826762929,0,2.0271191596984863,0.050000000000000044,
204236,-123.5795259711521,0,1.3639612197875977,0.050000000000000044,
204481,-124.10079711609008,0,1.9263054132461548,0.050000000000000044,
205069,-121.27703978173801,0,1.170203447341919,0.050000000000000044,
205491,-122.6856700153917,0,1.0209940671920776,0.050000000000000044,
206569,-123.02242885692246,0,1.0959324836730957,0.050000000000000044,
207237,-106.64099399596061,0,2.075042724609375,0.050000000000000044,
207570,-124.91730174551688,0,1.51102876663208,0.050000000000000044,
208239,-116.07014084460445,0,2.1817116737365723,0.050000000000000044,
209236,-104.10609564738635,0,2.6752729415893555,0.050000000000000044,
209852,-124.471587956892,0,2.4173760414123535,0.050000000000000044,
210616,-113.46416816973755,0,1.6888105869293213,0.050000000000000044,
211261,-103.60200107750842,0,1.4532451629638672,0.050000000000000044,
211619,-122.23378453190294,0,2.762716293334961,0.050000000000000044,
212328,-107.20836837891457,0,1.8808925151824951,0.050000000000000044,
212744,-125.57942627061078,0,1.1610479354858398,0.050000000000000044,
213346,-109.30570913182726,0,0.5385559797286987,0.050000000000000044,
214025,-103.92268874690136,0,0.6492650508880615,0.050000000000000044,
214892,3.4873669239901517,103,1.7466627359390259,0.050000000000000044,
215247,-122.14634790217436,0,0.652927041053772,0.050000000000000044,
215781,-117.77608941233473,0,1.023983359336853,0.050000000000000044,
216188,-125.49538609050009,0,0.9374751448631287,0.050000000000000044,
216785,-109.44110100816947,0,1.36556077003479,0.050000000000000044,
217422,-130.4351824680425,0,1.578672170639038,0.050000000000000044,
218455,-113.57656957326,0,1.9789212942123413,0.050000000000000044,
219271,-114.05680594268958,0,0.9588402509689331,0.050000000000000044,
219831,-102.9759892378352,0,0.7366421818733215,0.050000000000000044,
220000,,,1.8397607803344727,0.050000000000000044,13.15
220309,-108.02226440405073,0,0.6346637606620789,0.050000000000000044,
220837,-114.61855718176564,0,1.9380793571472168,0.050000000000000044,
221650,-108.21654598925396,0,1.734950065612793,0.050000000000000044,
222049,-125.58656580358962,0,0.8598406314849854,0.050000000000000044,
223199,-120.74495803081422,0,1.368924617767334,0.050000000000000044,
223920,-113.2506239182849,0,0.47728168964385986,0.050000000000000044,
224314,-122.33703102497074,0,0.9213720560073853,0.050000000000000044,
224814,-105.38672119435205,0,1.6035982370376587,0.050000000000000044,
225427,-103.4210306739363,0,2.152132511138916,0.050000000000000044,
226033,-112.49980899109948,0,1.2074284553527832,0.050000000000000044,
226473,-125.78017515574555,0,1.069094181060791,0.050000000000000044,
226989,-102.40677050660415,0,1.6485884189605713,0.050000000000000044,
227393,-113.6318792456064,0,1.2616465091705322,0.050000000000000044,
228036,-109.85069195026733,0,1.9439599514007568,0.050000000000000044,
228264,-127.06121242779642,0,1.187117576599121,0.050000000000000044,
229344,-110.49469413703257,0,1.6297680139541626,0.050000000000000044,
229888,-120.96971598071914,0,0.7757682800292969,0.050000000000000044,
230562,-100.73114131380072,0,1.2568697929382324,0.050000000000000044,
231697,-119.99286341626137,0,1.7331962585449219,0.050000000000000044,
232272,-112.00023199591433,0,1.7284049987792969,0.050000000000000044,
232573,-127.60393415600825,0,1.0309054851531982,0.050000000000000044,
233080,-108.4386730540768,0,0.7997363209724426,0.050000000000000044,
234034,-106.39402459429496,0,2.378420829772949,0.050000000000000044,
234381,-121.93732007530673,0,2.6259469985961914,0.050000000000000044,
235204,0.5943847800639332,124,1.7743972539901733,0.050000000000000044,
236482,2.8860409743806485,106,3.385615348815918,0.050000000000000044,
237796,8.143493159732827,103,0.4514842629432678,0.050000000000000044,
238332,-114.80723336729113,0,0.899182915687561,0.050000000000000044,
238624,-124.75199789696251,0,2.477842330932617,0.050000000000000044,
239041,-116.68099039456402,0,0.9216320514678955,0.050000000000000044,
239964,-118.12648797646736,0,1.8133971691131592,0.050000000000000044,
240000,,,1.3354322910308838,0.050000000000000044,18.0
240445,-111.5544494785427,0,0.9197213649749756,0.050000000000000044,
240678,-130.13259594693702,0,2.4000091552734375,0.050000000000000044,
241048,-119.26380766518726,0,1.1208789348602295,0.050000000000000044,
241275,-126.89986535542185,0,1.0282541513442993,0.050000000000000044,
241618,-125.04617847660934,0,1.162158489227295,0.050000000000000044,
242500,-111.7985736405074,0,1.0905834436416626,0.050000000000000044,
242993,-108.06299106288766,0,2.662693738937378,0.050000000000000044,
243276,-127.47047163893888,0,2.3205318450927734,0.050000000000000044,
243908,-112.32774786967067,0,2.235248565673828,0.050000000000000044,
244348,-107.59103702997606,0,1.6802369356155396,0.050000000000000044,
244625,-127.56403951937035,0,1.321664810180664,0.050000000000000044,
245431,-114.52293604351011,0,2.263880491256714,0.050000000000000044,
246115,-122.25389702263158,0,0.9056624174118042,0.050000000000000044,
246515,-119.4699928778858,0,1.1929031610488892,0.050000000000000044,
247115,-118.4442112496377,0,2.4660146236419678,0.050000000000000044,
247597,-111.01016647925907,0,1.5727311372756958,0.050000000000000044,
248264,-109.87412082566848,0,1.9891631603240967,0.050000000000000044,
248686,-116.83953290849502,0,1.1756296157836914,0.050000000000000044,
249196,-123.74025076871698,0,1.2215907573699951,0.050000000000000044,
249856,-118.92421755510361,0,1.6095976829528809,0.050000000000000044,
250371,-117.40757245272371,0,1.3542425632476807,0.050000000000000044,
251067,-115.92628265798032,0,1.165662169456482,0.050000000000000044,
251631,-102.76367400966275,0,1.0920085906982422,0.050000000000000044,
252293,-115.7439455990286,0,1.869633436203003,0.050000000000000044,
252675,-122.19939810732603,0,0.8566250801086426,0.050000000000000044,
253279,-106.04842495288548,0,0.7006466388702393,0.050000000000000044,
254072,-105.08830400573657,0,2.461236000061035,0.050000000000000044,
254332,-121.30431841325753,0,1.713701844215393,0.050000000000000044,
254851,-117.53920478305497,0,1.9509384632110596,0.050000000000000044,
255486,-103.75345656759808,0,1.9710102081298828,0.050000000000000044,
256039,-117.78457973209298,0,1.7457914352416992,0.050000000000000044,
256535,-114.58503524817428,0,1.5704151391983032,0.050000000000000044,
257079,-111.61303581564782,0,1.2226204872131348,0.050000000000000044,
257663,-109.2665347909249,0,1.792972445487976,0.050000000000000044,
258413,-104.65736726320102,0,0.6775014996528625,0.050000000000000044,
