agent,clears_mean,clears_std,bpl_mean,score_mean
random,0.0,0.0,1.6925925925925924,0.0
flat_dqn,2.3555555555555556,0.3624334762288908,4.18888888888889,21.388888888888886
hierarchical,3.3111111111111113,0.015713484026367876,20.577777777777783,556.8111111111111
